time,u,gap,f_lub,n_pairs
3.844000,-5.059252e-03,8.19092000e-04,3.880171e-04,1
3.845000,-5.021580e-03,8.14070000e-04,3.909920e-04,1
3.846000,-4.984644e-03,8.09086000e-04,3.942642e-04,1
3.847000,-4.952530e-03,8.04133000e-04,3.976387e-04,1
3.848000,-4.922547e-03,7.99211000e-04,4.009547e-04,1
3.849000,-4.892616e-03,7.94318000e-04,4.042129e-04,1
3.850000,-4.862750e-03,7.89455000e-04,4.075150e-04,1
3.851000,-4.834152e-03,7.84621000e-04,4.108123e-04,1
3.852000,-4.806190e-03,7.79815000e-04,4.141544e-04,1
3.853000,-4.779404e-03,7.75035000e-04,4.173286e-04,1
3.854000,-4.751314e-03,7.70284000e-04,4.203048e-04,1
3.855000,-4.721654e-03,7.65563000e-04,4.233270e-04,1
3.856000,-4.693215e-03,7.60869000e-04,4.265477e-04,1
3.857000,-4.667609e-03,7.56202000e-04,4.297018e-04,1
3.858000,-4.641828e-03,7.51560000e-04,4.327702e-04,1
3.859000,-4.615682e-03,7.46944000e-04,4.322960e-04,1
3.860000,-4.590961e-03,7.42353000e-04,4.299158e-04,1
3.861000,-4.565684e-03,7.37788000e-04,4.272316e-04,1
3.862000,-4.537177e-03,7.33250000e-04,4.246921e-04,1
3.863000,-4.510209e-03,7.28740000e-04,4.223061e-04,1
3.864000,-4.484869e-03,7.24255000e-04,4.197044e-04,1
3.865000,-4.457240e-03,7.19798000e-04,4.169817e-04,1
3.866000,-4.428325e-03,7.15370000e-04,4.145567e-04,1
3.867000,-4.402571e-03,7.10967000e-04,4.123808e-04,1
3.868000,-4.379463e-03,7.06588000e-04,4.102894e-04,1
3.869000,-4.357252e-03,7.02230000e-04,4.081550e-04,1
3.870000,-4.334586e-03,6.97896000e-04,4.062894e-04,1
3.871000,-4.314773e-03,6.93581000e-04,4.046014e-04,1
3.872000,-4.296846e-03,6.89284000e-04,4.030119e-04,1
3.873000,-4.279966e-03,6.85004000e-04,4.014558e-04,1
3.874000,-4.263440e-03,6.80741000e-04,3.999974e-04,1
3.875000,-4.247952e-03,6.76493000e-04,3.986218e-04,1
3.876000,-4.233343e-03,6.72260000e-04,3.971849e-04,1
3.877000,-4.218083e-03,6.68041000e-04,3.955262e-04,1
3.878000,-4.200468e-03,6.63841000e-04,3.938493e-04,1
3.879000,-4.182660e-03,6.59658000e-04,3.923564e-04,1
3.880000,-4.166805e-03,6.55492000e-04,3.909821e-04,1
3.881000,-4.152210e-03,6.51339000e-04,3.896267e-04,1
3.882000,-4.137815e-03,6.47201000e-04,3.881022e-04,1
3.883000,-4.121626e-03,6.43080000e-04,3.863648e-04,1
3.884000,-4.103175e-03,6.38977000e-04,3.847894e-04,1
3.885000,-4.086444e-03,6.34890000e-04,3.832681e-04,1
3.886000,-4.070287e-03,6.30820000e-04,3.815361e-04,1
3.887000,-4.051894e-03,6.26768000e-04,3.798795e-04,1
3.888000,-4.034301e-03,6.22734000e-04,3.784591e-04,1
3.889000,-4.019216e-03,6.18715000e-04,3.771143e-04,1
3.890000,-4.004934e-03,6.14710000e-04,3.756507e-04,1
3.891000,-3.989391e-03,6.10720000e-04,3.742435e-04,1
3.892000,-3.974447e-03,6.06746000e-04,3.729295e-04,1
3.893000,-3.960492e-03,6.02785000e-04,3.716094e-04,1
3.894000,-3.946473e-03,5.98839000e-04,3.703461e-04,1
3.895000,-3.933057e-03,5.94906000e-04,3.693185e-04,1
3.896000,-3.922144e-03,5.90984000e-04,3.684261e-04,1
3.897000,-3.912667e-03,5.87071000e-04,3.675978e-04,1
3.898000,-3.903870e-03,5.83167000e-04,3.667481e-04,1
3.899000,-3.894846e-03,5.79272000e-04,3.658625e-04,1
3.900000,-3.885442e-03,5.75387000e-04,3.650141e-04,1
3.901000,-3.876431e-03,5.71510000e-04,3.641067e-04,1
3.902000,-3.866795e-03,5.67644000e-04,3.631435e-04,1
3.903000,-3.856566e-03,5.63787000e-04,3.623177e-04,1
3.904000,-3.847795e-03,5.59939000e-04,3.616593e-04,1
3.905000,-3.840804e-03,5.56098000e-04,3.610260e-04,1
3.906000,-3.834078e-03,5.52264000e-04,3.604020e-04,1
3.907000,-3.827451e-03,5.48437000e-04,3.596591e-04,1
3.908000,-3.819561e-03,5.44617000e-04,3.587453e-04,1
3.909000,-3.809857e-03,5.40807000e-04,3.576663e-04,1
3.910000,-3.798398e-03,5.37009000e-04,3.561784e-04,1
3.911000,-3.782596e-03,5.33226000e-04,3.545655e-04,1
3.912000,-3.765468e-03,5.29461000e-04,3.529595e-04,1
3.913000,-3.748412e-03,5.25713000e-04,3.514329e-04,1
3.914000,-3.732200e-03,5.21980000e-04,3.495953e-04,1
3.915000,-3.712684e-03,5.18268000e-04,3.476339e-04,1
3.916000,-3.691854e-03,5.14576000e-04,3.457164e-04,1
3.917000,-3.671491e-03,5.10904000e-04,3.440971e-04,1
3.918000,-3.654293e-03,5.07250000e-04,3.424686e-04,1
3.919000,-3.637000e-03,5.03613000e-04,3.404711e-04,1
3.920000,-3.615786e-03,4.99997000e-04,3.383112e-04,1
3.921000,-3.592847e-03,4.96404000e-04,3.364699e-04,1
3.922000,-3.573293e-03,4.92831000e-04,3.347531e-04,1
3.923000,-3.555060e-03,4.89276000e-04,3.329907e-04,1
3.924000,-3.536344e-03,4.85740000e-04,3.311010e-04,1
3.925000,-3.516276e-03,4.82223000e-04,3.293800e-04,1
3.926000,-3.497999e-03,4.78725000e-04,3.276846e-04,1
3.927000,-3.479994e-03,4.75245000e-04,3.260874e-04,1
3.928000,-3.463032e-03,4.71782000e-04,3.244264e-04,1
3.929000,-3.445392e-03,4.68337000e-04,3.226478e-04,1
3.930000,-3.426503e-03,4.64911000e-04,3.208992e-04,1
3.931000,-3.407933e-03,4.61503000e-04,3.192489e-04,1
3.932000,-3.390407e-03,4.58112000e-04,3.178110e-04,1
3.933000,-3.375137e-03,4.54737000e-04,3.164155e-04,1
3.934000,-3.360317e-03,4.51377000e-04,3.150172e-04,1
3.935000,-3.345466e-03,4.48031000e-04,3.134803e-04,1
3.936000,-3.329145e-03,4.44702000e-04,3.116201e-04,1
3.937000,-3.309389e-03,4.41393000e-04,3.096033e-04,1
3.938000,-3.287971e-03,4.38105000e-04,3.076197e-04,1
3.939000,-3.266905e-03,4.34838000e-04,3.055977e-04,1
3.940000,-3.245432e-03,4.31592000e-04,3.036306e-04,1
3.941000,-3.224542e-03,4.28368000e-04,3.017654e-04,1
3.942000,-3.204733e-03,4.25163000e-04,2.998642e-04,1
3.943000,-3.184543e-03,4.21979000e-04,2.979636e-04,1
3.944000,-3.164358e-03,4.18814000e-04,2.961056e-04,1
3.945000,-3.144627e-03,4.15670000e-04,2.942194e-04,1
3.946000,-3.124595e-03,4.12545000e-04,2.924333e-04,1
3.947000,-3.105627e-03,4.09439000e-04,2.907069e-04,1
3.948000,-3.087293e-03,4.06352000e-04,2.890855e-04,1
3.949000,-3.070073e-03,4.03282000e-04,2.873575e-04,1
3.950000,-3.051722e-03,4.00230000e-04,2.855617e-04,1
3.951000,-3.032651e-03,3.97198000e-04,2.839437e-04,1
3.952000,-3.015468e-03,3.94182000e-04,2.824401e-04,1
3.953000,-2.999500e-03,3.91183000e-04,2.808405e-04,1
3.954000,-2.982512e-03,3.88200000e-04,2.790245e-04,1
3.955000,-2.963226e-03,3.85237000e-04,2.770701e-04,1
3.956000,-2.942470e-03,3.82294000e-04,2.749242e-04,1
3.957000,-2.919681e-03,3.79375000e-04,2.729902e-04,1
3.958000,-2.899142e-03,3.76476000e-04,2.711210e-04,1
3.959000,-2.879291e-03,3.73596000e-04,2.692268e-04,1
3.960000,-2.859175e-03,3.70737000e-04,2.671545e-04,1
3.961000,-2.837167e-03,3.67900000e-04,2.649011e-04,1
3.962000,-2.813236e-03,3.65087000e-04,2.626658e-04,1
3.963000,-2.789497e-03,3.62297000e-04,2.603520e-04,1
3.964000,-2.764925e-03,3.59532000e-04,2.581268e-04,1
3.965000,-2.741294e-03,3.56791000e-04,2.557988e-04,1
3.966000,-2.716570e-03,3.54074000e-04,2.533254e-04,1
3.967000,-2.690302e-03,3.51384000e-04,2.509896e-04,1
3.968000,-2.665497e-03,3.48719000e-04,2.487660e-04,1
3.969000,-2.641882e-03,3.46077000e-04,2.464738e-04,1
3.970000,-2.617539e-03,3.43459000e-04,2.439741e-04,1
3.971000,-2.590993e-03,3.40868000e-04,2.416501e-04,1
3.972000,-2.566311e-03,3.38302000e-04,2.394498e-04,1
3.973000,-2.542944e-03,3.35759000e-04,2.372131e-04,1
3.974000,-2.519191e-03,3.33240000e-04,2.347664e-04,1
3.975000,-2.493207e-03,3.30747000e-04,2.323646e-04,1
3.976000,-2.467700e-03,3.28279000e-04,2.301689e-04,1
3.977000,-2.444382e-03,3.25835000e-04,2.281104e-04,1
3.978000,-2.422521e-03,3.23412000e-04,2.260499e-04,1
3.979000,-2.400638e-03,3.21011000e-04,2.239093e-04,1
3.980000,-2.377905e-03,3.18633000e-04,2.217168e-04,1
3.981000,-2.354622e-03,3.16279000e-04,2.195720e-04,1
3.982000,-2.331843e-03,3.13947000e-04,2.175564e-04,1
3.983000,-2.310438e-03,3.11637000e-04,2.154491e-04,1
3.984000,-2.288059e-03,3.09349000e-04,2.129612e-04,1
3.985000,-2.261637e-03,3.07087000e-04,2.103584e-04,1
3.986000,-2.233995e-03,3.04853000e-04,2.079268e-04,1
3.987000,-2.208172e-03,3.02645000e-04,2.055916e-04,1
3.988000,-2.183372e-03,3.00461000e-04,2.030981e-04,1
3.989000,-2.156892e-03,2.98304000e-04,2.002935e-04,1
3.990000,-2.127106e-03,2.96177000e-04,1.975730e-04,1
3.991000,-2.098215e-03,2.94079000e-04,1.949548e-04,1
3.992000,-2.070410e-03,2.92009000e-04,1.923694e-04,1
3.993000,-2.042954e-03,2.89966000e-04,1.898855e-04,1
3.994000,-2.016574e-03,2.87949000e-04,1.873815e-04,1
3.995000,-1.989982e-03,2.85959000e-04,1.847876e-04,1
3.996000,-1.962435e-03,2.83997000e-04,1.823599e-04,1
3.997000,-1.936653e-03,2.82060000e-04,1.801077e-04,1
3.998000,-1.912735e-03,2.80147000e-04,1.779713e-04,1
3.999000,-1.890047e-03,2.78257000e-04,1.757665e-04,1
4.000000,-1.866631e-03,2.76391000e-04,1.734150e-04,1
4.001000,-1.841658e-03,2.74549000e-04,1.712212e-04,1
4.002000,-1.818360e-03,2.72731000e-04,1.691701e-04,1
4.003000,-1.796578e-03,2.70934000e-04,1.671629e-04,1
4.004000,-1.775262e-03,2.69159000e-04,1.651549e-04,1
4.005000,-1.753937e-03,2.67405000e-04,1.631847e-04,1
4.006000,-1.733013e-03,2.65672000e-04,1.612577e-04,1
4.007000,-1.712548e-03,2.63959000e-04,1.593476e-04,1
4.008000,-1.692263e-03,2.62267000e-04,1.572885e-04,1
4.009000,-1.670396e-03,2.60597000e-04,1.552254e-04,1
4.010000,-1.648486e-03,2.58948000e-04,1.532678e-04,1
4.011000,-1.627696e-03,2.57321000e-04,1.514059e-04,1
4.012000,-1.607923e-03,2.55713000e-04,1.495822e-04,1
4.013000,-1.588556e-03,2.54124000e-04,1.477834e-04,1
4.014000,-1.569453e-03,2.52555000e-04,1.460210e-04,1
4.015000,-1.550736e-03,2.51004000e-04,1.442914e-04,1
4.016000,-1.532367e-03,2.49471000e-04,1.425812e-04,1
4.017000,-1.514205e-03,2.47957000e-04,1.409453e-04,1
4.018000,-1.496832e-03,2.46460000e-04,1.393319e-04,1
4.019000,-1.479698e-03,2.44981000e-04,1.376815e-04,1
4.020000,-1.462171e-03,2.43519000e-04,1.360394e-04,1
4.021000,-1.444732e-03,2.42074000e-04,1.344330e-04,1
4.022000,-1.427672e-03,2.40646000e-04,1.328476e-04,1
4.023000,-1.410835e-03,2.39235000e-04,1.312445e-04,1
4.024000,-1.393810e-03,2.37842000e-04,1.296726e-04,1
4.025000,-1.377117e-03,2.36464000e-04,1.281495e-04,1
4.026000,-1.360941e-03,2.35103000e-04,1.266474e-04,1
4.027000,-1.344989e-03,2.33758000e-04,1.251631e-04,1
4.028000,-1.329225e-03,2.32429000e-04,1.236816e-04,1
4.029000,-1.313493e-03,2.31116000e-04,1.222540e-04,1
4.030000,-1.298332e-03,2.29817000e-04,1.208676e-04,1
4.031000,-1.283608e-03,2.28534000e-04,1.195217e-04,1
4.032000,-1.269314e-03,2.27265000e-04,1.181977e-04,1
4.033000,-1.255254e-03,2.26009000e-04,1.168253e-04,1
4.034000,-1.240678e-03,2.24769000e-04,1.153551e-04,1
4.035000,-1.225066e-03,2.23544000e-04,1.139570e-04,1
4.036000,-1.210218e-03,2.22333000e-04,1.126377e-04,1
4.037000,-1.196207e-03,2.21137000e-04,1.113598e-04,1
4.038000,-1.182635e-03,2.19954000e-04,1.100566e-04,1
4.039000,-1.168795e-03,2.18786000e-04,1.087161e-04,1
4.040000,-1.154559e-03,2.17631000e-04,1.074360e-04,1
4.041000,-1.140965e-03,2.16490000e-04,1.061407e-04,1
4.042000,-1.127209e-03,2.15363000e-04,1.047216e-04,1
4.043000,-1.112138e-03,2.14251000e-04,1.033243e-04,1
4.044000,-1.097298e-03,2.13153000e-04,1.019600e-04,1
4.045000,-1.082810e-03,2.12071000e-04,1.006171e-04,1
4.046000,-1.068549e-03,2.11002000e-04,9.928246e-05,1
4.047000,-1.054375e-03,2.09948000e-04,9.796709e-05,1
4.048000,-1.040406e-03,2.08907000e-04,9.668224e-05,1
4.049000,-1.026760e-03,2.07881000e-04,9.543265e-05,1
4.050000,-1.013490e-03,2.06867000e-04,9.421076e-05,1
4.051000,-1.000513e-03,2.05867000e-04,9.298456e-05,1
4.052000,-9.874913e-04,2.04879000e-04,9.172881e-05,1
4.053000,-9.741553e-04,2.03905000e-04,9.050540e-05,1
4.054000,-9.611627e-04,2.02944000e-04,8.930986e-05,1
4.055000,-9.484662e-04,2.01995000e-04,8.813620e-05,1
4.056000,-9.360020e-04,2.01059000e-04,8.697996e-05,1
4.057000,-9.237228e-04,2.00136000e-04,8.584434e-05,1
4.058000,-9.116625e-04,1.99224000e-04,8.465812e-05,1
4.059000,-8.990650e-04,1.98325000e-04,8.337031e-05,1
4.060000,-8.853885e-04,1.97439000e-04,8.214020e-05,1
4.061000,-8.723248e-04,1.96567000e-04,8.096680e-05,1
4.062000,-8.598633e-04,1.95707000e-04,7.980341e-05,1
4.063000,-8.475082e-04,1.94860000e-04,7.861561e-05,1
4.064000,-8.348937e-04,1.94025000e-04,7.743739e-05,1
4.065000,-8.223811e-04,1.93202000e-04,7.631118e-05,1
4.066000,-8.104208e-04,1.92392000e-04,7.523386e-05,1
4.067000,-7.989798e-04,1.91593000e-04,7.418140e-05,1
4.068000,-7.878027e-04,1.90805000e-04,7.312316e-05,1
4.069000,-7.765643e-04,1.90029000e-04,7.203309e-05,1
4.070000,-7.649877e-04,1.89264000e-04,7.096098e-05,1
4.071000,-7.536020e-04,1.88510000e-04,6.989560e-05,1
4.072000,-7.422877e-04,1.87768000e-04,6.875845e-05,1
4.073000,-7.302112e-04,1.87038000e-04,6.763891e-05,1
4.074000,-7.183218e-04,1.86319000e-04,6.654080e-05,1
4.075000,-7.066600e-04,1.85613000e-04,6.546566e-05,1
4.076000,-6.952420e-04,1.84917000e-04,6.438493e-05,1
4.077000,-6.837646e-04,1.84234000e-04,6.329282e-05,1
4.078000,-6.721666e-04,1.83561000e-04,6.224160e-05,1
4.079000,-6.610026e-04,1.82900000e-04,6.123207e-05,1
4.080000,-6.502815e-04,1.82250000e-04,6.024054e-05,1
4.081000,-6.397515e-04,1.81610000e-04,5.927217e-05,1
4.082000,-6.294674e-04,1.80981000e-04,5.833382e-05,1
4.083000,-6.195022e-04,1.80361000e-04,5.742812e-05,1
4.084000,-6.098837e-04,1.79752000e-04,5.653856e-05,1
4.085000,-6.004367e-04,1.79151000e-04,5.565631e-05,1
4.086000,-5.910672e-04,1.78560000e-04,5.480717e-05,1
4.087000,-5.820494e-04,1.77978000e-04,5.399204e-05,1
4.088000,-5.733927e-04,1.77405000e-04,5.320017e-05,1
4.089000,-5.649831e-04,1.76840000e-04,5.242313e-05,1
4.090000,-5.567310e-04,1.76283000e-04,5.163323e-05,1
4.091000,-5.483423e-04,1.75735000e-04,5.081828e-05,1
4.092000,-5.396876e-04,1.75195000e-04,5.005115e-05,1
4.093000,-5.315406e-04,1.74663000e-04,4.932536e-05,1
4.094000,-5.238328e-04,1.74140000e-04,4.861658e-05,1
4.095000,-5.163056e-04,1.73623000e-04,4.791158e-05,1
4.096000,-5.088186e-04,1.73114000e-04,4.720324e-05,1
4.097000,-5.012961e-04,1.72613000e-04,4.648703e-05,1
4.098000,-4.936899e-04,1.72119000e-04,4.579377e-05,1
4.099000,-4.863275e-04,1.71633000e-04,4.511492e-05,1
4.100000,-4.791182e-04,1.71154000e-04,4.443519e-05,1
4.101000,-4.718995e-04,1.70682000e-04,4.376181e-05,1
4.102000,-4.647482e-04,1.70217000e-04,4.311696e-05,1
4.103000,-4.578999e-04,1.69759000e-04,4.249806e-05,1
4.104000,-4.513272e-04,1.69308000e-04,4.189385e-05,1
4.105000,-4.449106e-04,1.68863000e-04,4.130074e-05,1
4.106000,-4.386117e-04,1.68425000e-04,4.072344e-05,1
4.107000,-4.324808e-04,1.67992000e-04,4.014900e-05,1
4.108000,-4.263804e-04,1.67566000e-04,3.955327e-05,1
4.109000,-4.200537e-04,1.67146000e-04,3.896820e-05,1
4.110000,-4.138403e-04,1.66732000e-04,3.843036e-05,1
4.111000,-4.081284e-04,1.66324000e-04,3.792093e-05,1
4.112000,-4.027183e-04,1.65921000e-04,3.741698e-05,1
4.113000,-3.973664e-04,1.65524000e-04,3.691485e-05,1
4.114000,-3.920339e-04,1.65132000e-04,3.642325e-05,1
4.115000,-3.868130e-04,1.64745000e-04,3.594739e-05,1
4.116000,-3.817595e-04,1.64363000e-04,3.548368e-05,1
4.117000,-3.768349e-04,1.63986000e-04,3.502657e-05,1
4.118000,-3.719804e-04,1.63614000e-04,3.457455e-05,1
4.119000,-3.671800e-04,1.63247000e-04,3.412941e-05,1
4.120000,-3.624526e-04,1.62885000e-04,3.369288e-05,1
4.121000,-3.578167e-04,1.62527000e-04,3.326418e-05,1
4.122000,-3.532639e-04,1.62173000e-04,3.283968e-05,1
4.123000,-3.487557e-04,1.61825000e-04,3.241964e-05,1
4.124000,-3.442949e-04,1.61480000e-04,3.200557e-05,1
4.125000,-3.398976e-04,1.61141000e-04,3.159564e-05,1
4.126000,-3.355441e-04,1.60805000e-04,3.119151e-05,1
4.127000,-3.312523e-04,1.60474000e-04,3.079536e-05,1
4.128000,-3.270451e-04,1.60147000e-04,3.040580e-05,1
4.129000,-3.229080e-04,1.59824000e-04,3.002131e-05,1
4.130000,-3.188248e-04,1.59505000e-04,2.964157e-05,1
4.131000,-3.147920e-04,1.59190000e-04,2.924715e-05,1
4.132000,-3.106032e-04,1.58880000e-04,2.881722e-05,1
4.133000,-3.060374e-04,1.58574000e-04,2.838400e-05,1
4.134000,-3.014367e-04,1.58272000e-04,2.795242e-05,1
4.135000,-2.968533e-04,1.57975000e-04,2.752309e-05,1
4.136000,-2.922938e-04,1.57683000e-04,2.709482e-05,1
4.137000,-2.877456e-04,1.57395000e-04,2.666784e-05,1
4.138000,-2.832111e-04,1.57112000e-04,2.624575e-05,1
4.139000,-2.787285e-04,1.56833000e-04,2.583490e-05,1
4.140000,-2.743653e-04,1.56559000e-04,2.543379e-05,1
4.141000,-2.701055e-04,1.56289000e-04,2.504104e-05,1
4.142000,-2.659346e-04,1.56023000e-04,2.465573e-05,1
4.143000,-2.618426e-04,1.55761000e-04,2.428002e-05,1
4.144000,-2.578526e-04,1.55503000e-04,2.391432e-05,1
4.145000,-2.539689e-04,1.55249000e-04,2.355780e-05,1
4.146000,-2.501826e-04,1.54999000e-04,2.320930e-05,1
4.147000,-2.464816e-04,1.54753000e-04,2.286695e-05,1
4.148000,-2.428458e-04,1.54510000e-04,2.253013e-05,1
4.149000,-2.392688e-04,1.54270000e-04,2.220132e-05,1
4.150000,-2.357769e-04,1.54035000e-04,2.187925e-05,1
4.151000,-2.323565e-04,1.53802000e-04,2.156578e-05,1
4.152000,-2.290275e-04,1.53573000e-04,2.124886e-05,1
4.153000,-2.256618e-04,1.53348000e-04,2.092345e-05,1
4.154000,-2.222060e-04,1.53125000e-04,2.061966e-05,1
4.155000,-2.189797e-04,1.52906000e-04,2.033389e-05,1
4.156000,-2.159449e-04,1.52690000e-04,2.005342e-05,1
4.157000,-2.129663e-04,1.52477000e-04,1.977292e-05,1
4.158000,-2.099874e-04,1.52267000e-04,1.949623e-05,1
4.159000,-2.070490e-04,1.52060000e-04,1.922753e-05,1
4.160000,-2.041954e-04,1.51856000e-04,1.896593e-05,1
4.161000,-2.014172e-04,1.51655000e-04,1.870852e-05,1
4.162000,-1.986835e-04,1.51456000e-04,1.845315e-05,1
4.163000,-1.959715e-04,1.51260000e-04,1.819981e-05,1
4.164000,-1.932810e-04,1.51067000e-04,1.795191e-05,1
4.165000,-1.906484e-04,1.50876000e-04,1.770845e-05,1
4.166000,-1.880629e-04,1.50688000e-04,1.747024e-05,1
4.167000,-1.855331e-04,1.50503000e-04,1.723593e-05,1
4.168000,-1.830447e-04,1.50320000e-04,1.700493e-05,1
4.169000,-1.805915e-04,1.50139000e-04,1.677815e-05,1
4.170000,-1.781831e-04,1.49961000e-04,1.655630e-05,1
4.171000,-1.758271e-04,1.49785000e-04,1.633666e-05,1
4.172000,-1.734945e-04,1.49612000e-04,1.611876e-05,1
4.173000,-1.711805e-04,1.49440000e-04,1.590468e-05,1
4.174000,-1.689069e-04,1.49271000e-04,1.569428e-05,1
4.175000,-1.666725e-04,1.49105000e-04,1.548706e-05,1
4.176000,-1.644718e-04,1.48940000e-04,1.528235e-05,1
4.177000,-1.622978e-04,1.48778000e-04,1.508034e-05,1
4.178000,-1.601525e-04,1.48618000e-04,1.488131e-05,1
4.179000,-1.580387e-04,1.48460000e-04,1.468533e-05,1
4.180000,-1.559574e-04,1.48304000e-04,1.449219e-05,1
4.181000,-1.539063e-04,1.48150000e-04,1.430174e-05,1
4.182000,-1.518837e-04,1.47998000e-04,1.411396e-05,1
4.183000,-1.498896e-04,1.47848000e-04,1.392889e-05,1
4.184000,-1.479242e-04,1.47700000e-04,1.374653e-05,1
4.185000,-1.459875e-04,1.47554000e-04,1.356680e-05,1
4.186000,-1.440787e-04,1.47410000e-04,1.338986e-05,1
4.187000,-1.421996e-04,1.47268000e-04,1.321511e-05,1
4.188000,-1.403438e-04,1.47128000e-04,1.304191e-05,1
4.189000,-1.385044e-04,1.46989000e-04,1.287216e-05,1
4.190000,-1.367017e-04,1.46852000e-04,1.270530e-05,1
4.191000,-1.349296e-04,1.46717000e-04,1.254047e-05,1
4.192000,-1.331792e-04,1.46584000e-04,1.237685e-05,1
4.193000,-1.314415e-04,1.46453000e-04,1.221655e-05,1
4.194000,-1.297391e-04,1.46323000e-04,1.205872e-05,1
4.195000,-1.280630e-04,1.46195000e-04,1.190307e-05,1
4.196000,-1.264100e-04,1.46069000e-04,1.174933e-05,1
4.197000,-1.247773e-04,1.45944000e-04,1.159789e-05,1
4.198000,-1.231690e-04,1.45821000e-04,1.144875e-05,1
4.199000,-1.215852e-04,1.45699000e-04,1.130186e-05,1
4.200000,-1.200252e-04,1.45579000e-04,1.115690e-05,1
4.201000,-1.184857e-04,1.45461000e-04,1.101376e-05,1
4.202000,-1.169656e-04,1.45344000e-04,1.087270e-05,1
4.203000,-1.154675e-04,1.45228000e-04,1.073380e-05,1
4.204000,-1.139924e-04,1.45114000e-04,1.059695e-05,1
4.205000,-1.125391e-04,1.45002000e-04,1.046201e-05,1
4.206000,-1.111060e-04,1.44891000e-04,1.032890e-05,1
4.207000,-1.096924e-04,1.44781000e-04,1.019766e-05,1
4.208000,-1.082987e-04,1.44673000e-04,1.006829e-05,1
4.209000,-1.069247e-04,1.44566000e-04,9.940741e-06,1
4.210000,-1.055702e-04,1.44460000e-04,9.814967e-06,1
4.211000,-1.042344e-04,1.44356000e-04,9.690931e-06,1
4.212000,-1.029172e-04,1.44253000e-04,9.568617e-06,1
4.213000,-1.016182e-04,1.44151000e-04,9.448008e-06,1
4.214000,-1.003374e-04,1.44051000e-04,9.329077e-06,1
4.215000,-9.907433e-05,1.43952000e-04,9.211793e-06,1
4.216000,-9.782877e-05,1.43854000e-04,9.096128e-06,1
4.217000,-9.660042e-05,1.43757000e-04,8.982062e-06,1
4.218000,-9.538904e-05,1.43662000e-04,8.869572e-06,1
4.219000,-9.419440e-05,1.43568000e-04,8.758635e-06,1
4.220000,-9.301626e-05,1.43475000e-04,8.649227e-06,1
4.221000,-9.185436e-05,1.43383000e-04,8.541326e-06,1
4.222000,-9.070845e-05,1.43292000e-04,8.434909e-06,1
4.223000,-8.957831e-05,1.43203000e-04,8.329956e-06,1
4.224000,-8.846370e-05,1.43114000e-04,8.226444e-06,1
4.225000,-8.736442e-05,1.43027000e-04,8.124353e-06,1
4.226000,-8.628022e-05,1.42941000e-04,8.023234e-06,1
4.227000,-8.520634e-05,1.42855000e-04,7.922975e-06,1
4.228000,-8.414159e-05,1.42771000e-04,7.824362e-06,1
4.229000,-8.309432e-05,1.42688000e-04,7.726963e-06,1
4.230000,-8.205995e-05,1.42606000e-04,7.631455e-06,1
4.231000,-8.104567e-05,1.42525000e-04,7.537323e-06,1
4.232000,-8.004598e-05,1.42445000e-04,7.444458e-06,1
4.233000,-7.905977e-05,1.42366000e-04,7.352832e-06,1
4.234000,-7.808670e-05,1.42288000e-04,7.262100e-06,1
4.235000,-7.712314e-05,1.42211000e-04,7.171995e-06,1
4.236000,-7.616622e-05,1.42135000e-04,7.083717e-06,1
4.237000,-7.522871e-05,1.42059000e-04,6.997249e-06,1
4.238000,-7.431043e-05,1.41985000e-04,6.912065e-06,1
4.239000,-7.340578e-05,1.41912000e-04,6.827861e-06,1
4.240000,-7.251153e-05,1.41839000e-04,6.744732e-06,1
4.241000,-7.162871e-05,1.41767000e-04,6.662435e-06,1
4.242000,-7.075472e-05,1.41697000e-04,6.580798e-06,1
4.243000,-6.988774e-05,1.41627000e-04,6.500832e-06,1
4.244000,-6.903850e-05,1.41558000e-04,6.422396e-06,1
4.245000,-6.820552e-05,1.41490000e-04,6.345041e-06,1
4.246000,-6.738401e-05,1.41422000e-04,6.268562e-06,1
4.247000,-6.657181e-05,1.41356000e-04,6.193077e-06,1
4.248000,-6.577017e-05,1.41290000e-04,6.118715e-06,1
4.249000,-6.498045e-05,1.41225000e-04,6.045453e-06,1
4.250000,-6.420240e-05,1.41161000e-04,5.973180e-06,1
4.251000,-6.343487e-05,1.41097000e-04,5.901837e-06,1
4.252000,-6.267721e-05,1.41035000e-04,5.831436e-06,1
4.253000,-6.192956e-05,1.40973000e-04,5.762000e-06,1
4.254000,-6.119215e-05,1.40911000e-04,5.693518e-06,1
4.255000,-6.046487e-05,1.40851000e-04,5.625954e-06,1
4.256000,-5.974735e-05,1.40791000e-04,5.559285e-06,1
4.257000,-5.903933e-05,1.40732000e-04,5.493503e-06,1
4.258000,-5.834072e-05,1.40674000e-04,5.428603e-06,1
4.259000,-5.765149e-05,1.40616000e-04,5.364576e-06,1
4.260000,-5.697152e-05,1.40559000e-04,5.301404e-06,1
4.261000,-5.630064e-05,1.40503000e-04,5.239073e-06,1
4.262000,-5.563869e-05,1.40447000e-04,5.177572e-06,1
4.263000,-5.498556e-05,1.40392000e-04,5.116892e-06,1
4.264000,-5.434114e-05,1.40338000e-04,5.057022e-06,1
4.265000,-5.370532e-05,1.40284000e-04,4.997949e-06,1
4.266000,-5.307797e-05,1.40231000e-04,4.939663e-06,1
